"PrecedingWeekToFollowingWeek","PrecedingWeekThursdayDate","PrecedingWeekThursdayOpen","PrecedingWeekThursdayHigh","PrecedingWeekThursdayLow","PrecedingWeekThursdayClose","PrecedingWeekThursdayVolume","PrecedingWeekThursdayDayOfTheWeek","PrecedingWeekFridayDate","PrecedingWeekFridayOpen","PrecedingWeekFridayHigh","PrecedingWeekFridayLow","PrecedingWeekFridayClose","PrecedingWeekFridayVolume","PrecedingWeekFridayDayOfTheWeek","Unnamed..15","PrecedingWeekFridayVolumeToPrecedingWeekThursdayVolumeRatio","FollowingWeekMondayDate","FollowingWeekMondayOpen","FollowingWeekMondayHigh","FollowingWeekMondayLow","FollowingWeekMondayClose","FollowingWeekMondayVolume","FollowingWeekMondayDayOfTheWeek","didFridayCloseHigherThanThursdayClose","FridayCloseComparedToThursdayCloseChangeInPercent","wasFridayIntradayPositive","FridayIntradayChangeInPercent","WasMondayOpenHigherThanFridayClose","MondayOpenComparedToFridayCloseChangeInPercent","MondayOpenToFridayCloseRatio","WasMondayCloseHigherThanFridayClose","MondayCloseComparedToFridayCloseChangeInPercent","fridayWasATripleWitchDay","NFPDayOrNot","NFPOutcome","CSIOutcome","CSIActualMinusExpected","CSIDayOrNot","wasItFOMCWeek","FOMCMeetingDate","FOMCAction","FOMCActualVSExpected","FOMCActionSpecial","PrecedingWeekFridayMonth","NFPOutcomeIsShock","CSIOutcomeIsShock","PrecedingWeekFridayVolumePrecedingWeekThursdayVolumeRATIO","Month","Monthclose","non_random_modelOPEN_predict","mixed_modelOPEN_predict","non_random_modelCLOSE_predict","mixed_modelCLOSE_predict"
"4/7/14 to 4/14/14","4/10/14",187.080002,187.169998,182.929993,183.160004,172959000,"Thursday","2014-04-11",182.139999,183.419998,181.309998,181.509995,167251000,"Friday",NA,0.966997959,"4/14/14",182.929993,183.369995,181.440002,182.940002,132382000,"Monday",0,-0.900856608,0,-0.345889977,1,0.782324962325073,1.00782325,1,0.787839259209934,0,0,"Baseline","Baseline",1.59999999999999,1,0,"","","","","Apr",0,0,0.96699795905388,"Even","Even",1,1,1,1
"4/21/14 to 4/28/14","4/24/14",188.369995,188.389999,186.929993,187.830002,88170000,"Thursday","2014-04-25",187.220001,187.330002,185.869995,186.289993,100380000,"Friday",NA,1.138482477,"4/28/14",187.050003,187.690002,184.960007,186.880005,135121000,"Monday",0,-0.819895109,0,-0.496746071,1,0.407971457704652,1.004079715,1,0.316716958596913,0,0,"Baseline","Baseline",1.09999999999999,1,0,"","","","","Apr",0,0,1.138482477033,"Even","Even",1,1,1,1
"4/28/14 to 5/5/14","5/1/14",188.220001,188.839996,187.729996,188.330002,93019000,"Thursday","2014-05-02",188.309998,189.139999,187.779999,188.059998,98122000,"Friday",NA,1.05485976,"5/5/14",187.139999,188.550003,186.619995,188.419998,75883000,"Monday",0,-0.143367492,0,-0.132759812,0,-0.489205046,0.99510795,1,0.191428269609992,0,1,"Baseline","",0,0,1,"4/30/14","Pause","Match","","May",0,0,1.05485975983401,"Odd","Even",1,1,1,1
"5/5/14 to 5/12/14","5/8/14",187.710007,189.050003,187.080002,187.679993,93618000,"Thursday","2014-05-09",187.710007,188.039993,186.830002,187.960007,83679000,"Friday",NA,0.893834519,"5/12/14",188.800003,189.880005,188,189.789993,86940000,"Monday",1,0.149197575897178,1,0.133184162099573,1,0.44690145175405,1.004469015,1,0.973603922030084,0,0,"Baseline","",0,0,0,"","","","","May",0,0,0.893834519002756,"Odd","Even",0,0,1,1
"5/12/14 to 5/19/14","5/15/14",188.679993,188.720001,186.479996,187.399994,154956000,"Thursday","2014-05-16",187.509995,188.130005,186.720001,188.050003,97458000,"Friday",NA,0.628939828,"5/19/14",187.690002,188.889999,187.520004,188.740005,63839000,"Monday",1,0.346856467882284,1,0.287988914937575,0,-0.191438976,0.99808561,1,0.366924748201143,0,0,"Baseline","Shock",-2.7,1,0,"","","","","May",0,1,0.628939828080229,"Odd","Even",0,0,0,0
"5/26/14 to 6/2/14","5/29/14",191.820007,192.399994,191.330002,192.369995,64377000,"Thursday","2014-05-30",192.190002,192.800003,192.029999,192.679993,76316000,"Friday",NA,1.185454432,"6/2/14",192.949997,192.990005,191.970001,192.899994,64656000,"Monday",1,0.161146752641963,1,0.254951347573223,1,0.140130791887666,1.001401308,1,0.114179472696989,0,0,"Baseline","Baseline",-0.6,1,0,"","","","","May",0,0,1.18545443248365,"Odd","Even",0,0,1,1
"6/2/14 to 6/9/14","6/5/14",193.410004,194.649994,192.699997,194.449997,92103000,"Thursday","2014-06-06",194.869995,195.429993,194.779999,195.380005,78696000,"Friday",NA,0.854434709,"6/9/14",195.350006,196.050003,195.169998,195.580002,65119000,"Monday",1,0.4782761709171,1,0.261718075171102,0,-0.015354181,0.999846458,1,0.102363084697432,0,1,"Baseline","",0,0,0,"","","","","Jun",0,0,0.854434708967135,"Even","Odd",0,0,1,1
"6/9/14 to 6/16/14","6/12/14",194.690002,194.800003,193.110001,193.539993,106350000,"Thursday","2014-06-13",193.919998,194.320007,193.300003,194.130005,82017000,"Friday",NA,0.771198872,"6/16/14",193.889999,194.699997,193.660004,194.289993,87424000,"Monday",1,0.304852754644877,1,0.10829569,0,-0.123631584,0.998763684,1,0.082412814,0,0,"Baseline","Baseline",-1.8,1,0,"","","","","Jun",0,0,0.771198871650212,"Even","Odd",0,0,1,1
"6/16/14 to 6/23/14","6/19/14",196.429993,196.600006,195.800003,196.479996,85929000,"Thursday","2014-06-20",196.029999,196.100006,195.699997,195.940002,100587000,"Friday",NA,1.17058269,"6/23/14",195.990005,196.050003,195.520004,195.880005,70611000,"Monday",0,-0.274834085,0,-0.04590981,1,0.025519547,1.000255195,0,-0.030620087,1,0,"Baseline","",0,0,1,"6/18/14","Pause","Match","","Jun",0,0,1.17058269036065,"Even","Odd",1,1,0,0
"6/23/14 to 6/30/14","6/26/14",195.610001,195.630005,194.130005,195.440002,84312000,"Thursday","2014-06-27",194.979996,195.880005,194.889999,195.820007,71445100,"Friday",NA,0.847389458,"6/30/14",195.699997,196.169998,195.529999,195.720001,70201200,"Monday",1,0.194435630429441,1,0.430819067203183,0,-0.061285873,0.999387141,0,-0.051070369,0,0,"Baseline","Baseline",0.299999999999997,1,0,"","","","","Jun",0,0,0.847389458202866,"Even","Odd",0,1,1,1
"7/7/14 to 7/14/14","7/10/14",195.220001,196.860001,195.059998,196.339996,99040000,"Thursday","2014-07-11",196.220001,196.75,195.779999,196.610001,64243000,"Friday",NA,0.648657108,"7/14/14",197.610001,197.860001,197.440002,197.600006,58658000,"Monday",1,0.13751910232289,1,0.198756496795663,1,0.508621125534708,1.005086211,1,0.503537457384986,0,0,"Baseline","",0,0,0,"","","","","Jul",0,0,0.648657108239095,"Even","Odd",0,0,1,1
"7/14/14 to 7/21/14","7/17/14",197.350006,198.100006,195.429993,195.710007,145398000,"Thursday","2014-07-18",196.350006,197.910004,196.240005,197.710007,124330000,"Friday",NA,0.855101171,"7/21/14",197.089996,197.5,196.429993,197.339996,67592000,"Monday",1,1.02192015148209,1,0.692641180769805,0,-0.313596165,0.996864038,0,-0.187148342,0,0,"Baseline","Baseline",-1.7,1,0,"","","","","Jul",0,0,0.855101170580063,"Even","Odd",1,1,1,1
"7/21/14 to 7/28/14","7/24/14",198.830002,199.059998,198.449997,198.649994,56888000,"Thursday","2014-07-25",198.089996,198.259995,197.330002,197.720001,76837000,"Friday",NA,1.350671495,"7/28/14",197.759995,198.089996,196.619995,197.800003,69259000,"Monday",0,-0.468156571,0,-0.186781265,1,0.020227594,1.000202276,1,0.04046227,0,0,"Baseline","",0,0,0,"","","","","Jul",0,0,1.35067149486711,"Even","Odd",1,1,1,1
"7/28/14 to 8/4/14","7/31/14",195.610001,195.779999,192.970001,193.089996,183479000,"Thursday","2014-08-01",192.559998,193.759995,191.570007,192.5,189261000,"Friday",NA,1.031513143,"8/4/14",192.869995,194.300003,192.050003,193.889999,91340000,"Monday",0,-0.305554929,0,-0.031158081,1,0.192205194805189,1.001922052,1,0.722077402597397,0,1,"Baseline","Baseline",-0.2,1,1,"7/30/14","Pause","Match","","Aug",0,0,1.0315131431935,"Even","Even",1,1,1,1
"8/4/14 to 8/11/14","8/7/14",192.940002,193.130005,190.550003,191.029999,135733000,"Thursday","2014-08-08",191.460007,193.369995,190.949997,193.240005,117014000,"Friday",NA,0.862089543,"8/11/14",193.970001,194.660004,193.710007,193.800003,74544000,"Monday",1,1.15688949985284,1,0.929697030670226,1,0.377766498194822,1.003777665,1,0.289794031003056,0,0,"Baseline","",0,0,0,"","","","","Aug",0,0,0.862089543441904,"Even","Even",1,1,1,1
"8/11/14 to 8/18/14","8/14/14",195.160004,195.759995,194.979996,195.759995,57371000,"Thursday","2014-08-15",196.470001,196.649994,194.309998,195.720001,139951000,"Friday",NA,2.439403183,"8/18/14",196.800003,197.449997,196.690002,197.360001,75424000,"Monday",0,-0.020430119,0,-0.381737668,1,0.551809725363739,1.005518097,1,0.837931734938022,0,0,"Baseline","Baseline",-3.3,1,0,"","","","","Aug",0,0,2.4394031827927,"Even","Even",1,1,1,1
"8/18/14 to 8/25/14","8/21/14",199.089996,199.759995,198.929993,199.5,67791000,"Thursday","2014-08-22",199.339996,199.690002,198.740005,199.190002,76107000,"Friday",NA,1.122671151,"8/25/14",200.139999,200.589996,199.149994,200.199997,63855000,"Monday",0,-0.155387469,0,-0.075245311,1,0.476930061981723,1.004769301,1,0.507051052,0,0,"Baseline","",0,0,0,"","","","","Aug",0,0,1.12267115103775,"Even","Even",1,1,1,1
"9/1/14 to 9/8/14","9/4/14",200.839996,201.580002,199.660004,200.210007,85236000,"Thursday","2014-09-05",200.169998,201.190002,199.410004,201.110001,102177000,"Friday",NA,1.198754048,"9/8/14",200.919998,201.210007,200,200.589996,64146000,"Monday",1,0.44952498303445,1,0.469602342704734,0,-0.094477151,0.999055228,0,-0.258567449,0,1,"Baseline","",0,0,0,"","","","","Sep",0,0,1.19875404758553,"Even","Even",0,1,1,1
"9/8/14 to 9/15/14","9/11/14",199.270004,200.330002,199.119995,200.300003,66774400,"Thursday","2014-09-12",200.100006,200.119995,198.559998,199.130005,117409300,"Friday",NA,1.75829809,"9/15/14",199.160004,199.320007,198.380005,198.979996,76401000,"Monday",0,-0.584122807,0,-0.484758106,1,0.015065033,1.00015065,0,-0.075332193,0,0,"Baseline","Baseline",1.3,1,0,"","","","","Sep",0,0,1.7582980902861,"Even","Even",1,1,1,1
"9/15/14 to 9/22/14","9/18/14",201.360001,201.850006,201.100006,201.820007,94990000,"Thursday","2014-09-19",201.520004,201.899994,200.289993,200.699997,121649000,"Friday",NA,1.280650595,"9/22/14",200.350006,200.380005,198.729996,199.149994,125553000,"Monday",0,-0.554954891,0,-0.406910969,0,-0.174385155,0.998256148,0,-0.772298467,1,0,"Baseline","",0,0,1,"9/17/14","Pause","Match","","Sep",0,0,1.28065059479945,"Even","Even",1,1,0,0
"9/22/14 to 9/29/14","9/25/14",199.039993,199.050003,196.270004,196.339996,150300000,"Thursday","2014-09-26",196.699997,198.389999,196.419998,197.899994,103547000,"Friday",NA,0.688935462,"9/29/14",196.199997,197.889999,196.050003,197.539993,95112000,"Monday",1,0.794539081074433,1,0.610064574632401,0,-0.859018217,0.991409818,0,-0.181910566,0,0,"Baseline","Baseline",-0.1,1,0,"","","","","Sep",0,0,0.688935462408516,"Even","Even",1,1,1,1
"9/29/14 to 10/6/14","10/2/14",194.179993,195.059998,192.350006,194.380005,157285000,"Thursday","2014-10-03",195.679993,196.940002,195.080002,196.520004,121569000,"Friday",NA,0.772921766,"10/6/14",197.339996,197.600006,195.580002,196.289993,104778000,"Monday",1,1.1009357675446,1,0.429277918054711,1,0.417256250412051,1.004172563,0,-0.117042029,0,1,"Baseline","",0,0,0,"","","","","Oct",0,0,0.772921766220555,"Even","Even",0,1,1,1
"10/6/14 to 10/13/14","10/9/14",196.330002,196.600006,192.580002,192.740005,210705000,"Thursday","2014-10-10",192.690002,193.649994,190.490005,190.539993,221909000,"Friday",NA,1.053173869,"10/13/14",190.460007,191.149994,187.300003,187.410004,230939000,"Monday",0,-1.141440253,0,-1.115786485,0,-0.041978589,0.999580214,0,-1.642693983,0,0,"Baseline","",0,0,0,"","","","","Oct",0,0,1.05317386867896,"Even","Even",1,1,1,1
"10/13/14 to 10/20/14","10/16/14",183.059998,187.580002,182.889999,186.270004,270391000,"Thursday","2014-10-17",188.419998,189.75,187.619995,188.470001,214625000,"Friday",NA,0.793757928,"10/20/14",188.130005,190.449997,188.070007,190.300003,130011000,"Monday",1,1.18107959,1,0.026538054,0,-0.18039794,0.998196021,1,0.970977869310887,0,0,"Baseline","Baseline",2.30000000000001,1,0,"","","","","Oct",0,0,0.793757928333413,"Even","Even",0,0,0,0
"10/20/14 to 10/27/14","10/23/14",194.619995,196.199997,194.259995,194.929993,154944000,"Thursday","2014-10-24",195.25,196.490005,194.490005,196.429993,117927000,"Friday",NA,0.761094331,"10/27/14",195.729996,196.449997,195.029999,196.160004,82954000,"Monday",1,0.769507030146972,1,0.604349807938538,0,-0.35635953,0.996436405,0,-0.137447951,0,0,"Baseline","",0,0,0,"","","","","Oct",0,0,0.761094330855019,"Even","Even",1,1,1,1
"10/27/14 to 11/3/14","10/30/14",197.580002,199.949997,197.399994,199.380005,113330000,"Thursday","2014-10-31",201.779999,201.820007,200.770004,201.660004,146903000,"Friday",NA,1.296241066,"11/3/14",201.919998,202.449997,201.309998,201.770004,93600000,"Monday",1,1.143544459235,0,-0.059468233,1,0.128926904117291,1.001289269,1,0.054547257,0,0,"Baseline","Baseline",0.5,1,1,"10/29/14","Pause","Match","","Oct",0,0,1.2962410659137,"Even","Even",1,1,1,1
"11/3/14 to 11/10/14","11/6/14",202.389999,203.259995,201.639999,203.149994,107089000,"Thursday","2014-11-07",203.169998,203.600006,202.610001,203.339996,89540000,"Friday",NA,0.83612696,"11/10/14",203.380005,204.039993,203.130005,203.979996,66319000,"Monday",1,0.093527938,1,0.083672787,1,0.019675913,1.000196759,1,0.314743785083967,0,1,"Baseline","",0,0,0,"","","","","Nov",0,0,0.836126959818469,"Even","Even",0,0,1,1
"11/10/14 to 11/17/14","11/13/14",204.160004,204.830002,203.210007,204.190002,85357900,"Thursday","2014-11-14",204.100006,204.490005,203.720001,204.240005,80417500,"Friday",NA,0.94212135,"11/17/14",203.850006,204.580002,203.649994,204.369995,80441000,"Monday",1,0.024488466,1,0.068593335,0,-0.190951327,0.998090487,1,0.063645709,0,0,"Baseline","Baseline",1.90000000000001,1,0,"","","","","Nov",0,0,0.942121350220659,"Even","Even",0,0,0,0
"11/17/14 to 11/24/14","11/20/14",204.259995,205.710007,204.179993,205.580002,72840300,"Thursday","2014-11-21",207.639999,207.839996,205.979996,206.679993,142327300,"Friday",NA,1.953963671,"11/24/14",207.169998,207.389999,206.910004,207.259995,65880800,"Monday",1,0.535067121947002,0,-0.462341555,1,0.237083905842786,1.002370839,1,0.280628033502985,0,0,"Baseline","",0,0,0,"","","","","Nov",0,0,1.95396367120948,"Even","Even",1,1,1,1
"12/1/14 to 12/8/14","12/4/14",207.539993,208.270004,206.699997,207.660004,91316600,"Thursday","2014-12-05",207.869995,208.470001,207.550003,208,91025500,"Friday",NA,0.99681219,"12/8/14",207.520004,208.119995,205.929993,206.610001,108588200,"Monday",1,0.163727243,1,0.062541494,0,-0.230767308,0.997692327,0,-0.66826875,0,1,"Baseline","",0,0,0,"","","","","Dec",0,0,0.996812189678547,"Even","Even",0,0,1,1
"12/8/14 to 12/15/14","12/11/14",203.880005,206.190002,203.710007,204.190002,159012800,"Thursday","2014-12-12",202.639999,203.820007,200.850006,200.889999,202330200,"Friday",NA,1.272414548,"12/15/14",201.979996,202.529999,198.779999,199.509995,189965800,"Monday",0,-1.616143282,0,-0.863600478,1,0.54258400389559,1.00542584,0,-0.686945098,0,0,"Baseline","Baseline",4.09999999999999,1,0,"","","","","Dec",0,0,1.27241454775968,"Even","Even",1,1,0,0
"12/15/14 to 12/22/14","12/18/14",204.740005,212.970001,203.919998,206.779999,257633900,"Thursday","2014-12-19",206.429993,207.330002,205.610001,206.520004,245084600,"Friday",NA,0.951290183,"12/22/14",206.75,207.470001,206.460007,207.470001,148318900,"Monday",0,-0.125735081,1,0.043603644,1,0.111367419884419,1.001113674,1,0.460002412163422,1,0,"Baseline","",0,0,1,"12/17/14","Pause","Match","","Dec",0,0,0.951290183473526,"Even","Even",1,1,0,0
"1/5/15 to 1/12/15","1/8/15",204.009995,206.160004,203.990005,205.899994,147217800,"Thursday","2015-01-09",206.399994,206.419998,203.509995,204.25,158567300,"Friday",NA,1.077093259,"1/12/15",204.410004,204.600006,201.919998,202.649994,144396100,"Monday",0,-0.801356993,0,-1.04166379,1,0.078337332,1.000783373,0,-0.783356671,0,1,"Baseline","",0,0,0,"","","","","Jan",0,0,1.07709325910318,"Odd","Odd",1,1,1,1
"1/19/15 to 1/26/15","1/22/15",203.990005,206.259995,202.330002,206.100006,174356000,"Thursday","2015-01-23",205.789993,206.100006,204.809998,204.970001,117516800,"Friday",NA,0.674004909,"1/26/15",204.710007,205.559998,203.850006,205.449997,92009700,"Monday",0,-0.548279945,0,-0.39846058,0,-0.126844904,0.998731551,1,0.234178659149248,0,0,"Baseline","",0,0,0,"","","","","Jan",0,0,0.674004909495515,"Odd","Odd",1,1,1,1
"1/26/15 to 2/2/15","1/29/15",200.380005,202.300003,198.679993,201.990005,173585400,"Thursday","2015-01-30",200.570007,202.169998,199.130005,199.449997,197729700,"Friday",NA,1.139091767,"2/2/15",200.050003,202.029999,197.860001,201.919998,163107000,"Monday",0,-1.257491924,0,-0.558413502,1,0.300830287803919,1.003008303,1,1.23840613544857,0,0,"Baseline","Baseline",-0.1,1,1,"1/28/15","Pause","Match","","Jan",0,0,1.13909176693432,"Odd","Odd",1,1,1,1
"2/2/15 to 2/9/15","2/5/15",204.860001,206.300003,204.770004,206.119995,97953200,"Thursday","2015-02-06",206.559998,207.240005,204.919998,205.550003,125672000,"Friday",NA,1.282980035,"2/9/15",204.770004,205.639999,204.139999,204.630005,87219000,"Monday",0,-0.276534065,0,-0.488959629,0,-0.379469223,0.996205308,0,-0.447578685,0,1,"Baseline","",0,0,0,"","","","","Feb",0,0,1.28298003536383,"Even","Even",1,1,1,1
"2/16/15 to 2/23/15","2/19/15",209.410004,210.419998,209.240005,209.979996,91462500,"Thursday","2015-02-20",209.479996,211.330002,208.729996,211.240005,140896400,"Friday",NA,1.540482711,"2/23/15",210.940002,211.210007,210.479996,211.210007,74411100,"Monday",1,0.600061445853155,1,0.84017998549131,0,-0.142019974,0.9985798,0,-0.014200909,0,0,"Baseline","",0,0,0,"","","","","Feb",0,0,1.54048271149378,"Even","Even",1,1,1,1
"2/23/15 to 3/2/15","2/26/15",211.520004,211.710007,210.649994,211.380005,72697900,"Thursday","2015-02-27",211.259995,211.580002,210.600006,210.660004,108076000,"Friday",NA,1.486645419,"3/2/15",210.779999,212.059998,210.720001,211.990005,87491400,"Monday",0,-0.340619256,0,-0.284005971,1,0.056961453,1.000569615,1,0.63134955603628,0,0,"Baseline","Baseline",1.40000000000001,1,0,"","","","","Feb",0,0,1.48664541891857,"Even","Even",1,1,1,1
"3/2/15 to 3/9/15","3/5/15",210.619995,210.800003,209.850006,210.460007,76873000,"Thursday","2015-03-06",209.419998,209.940002,207.100006,207.5,188128000,"Friday",NA,2.447257164,"3/9/15",207.740005,208.789993,207.550003,208.360001,89818900,"Monday",0,-1.406446309,0,-0.916816932,1,0.115665060240962,1.001156651,1,0.414458313253017,0,1,"Baseline","",0,0,0,"","","","","Mar",0,0,2.44725716441403,"Odd","Odd",1,1,1,1
"3/9/15 to 3/16/15","3/12/15",205.259995,207.179993,205.199997,207.100006,93993500,"Thursday","2015-03-13",206.770004,207.929993,204.580002,205.830002,162410900,"Friday",NA,1.727895014,"3/16/15",206.710007,208.690002,205.860001,208.580002,136099200,"Monday",0,-0.613232237,0,-0.454612362,1,0.427539713088077,1.004275397,1,1.33605401218429,0,0,"Baseline","Baseline",-4.3,1,0,"","","","","Mar",0,0,1.72789501401693,"Odd","Odd",1,1,1,1
"3/16/15 to 3/23/15","3/19/15",209.960007,210.470001,209.029999,209.5,117917300,"Thursday","2015-03-20",209.710007,211.020004,209.490005,210.410004,177715100,"Friday",NA,1.507116428,"3/23/15",210.419998,211.110001,210,210,71784500,"Monday",1,0.434369451073979,1,0.333792845660434,1,0.004749774,1.000047498,0,-0.194859556,1,0,"Baseline","",0,0,1,"3/18/15","Pause","Match","","Mar",0,0,1.50711642820858,"Odd","Odd",0,0,0,0
"3/23/15 to 3/30/15","3/26/15",204.960007,206.369995,204.119995,205.270004,153067200,"Thursday","2015-03-27",205.130005,205.949997,204.899994,205.740005,118939000,"Friday",NA,0.777037798,"3/30/15",206.979996,208.610001,206.960007,208.25,96180400,"Monday",1,0.228967209451604,1,0.297372390743122,1,0.602698050872509,1.006026981,1,1.21998393068961,0,0,"Baseline","Baseline",1,1,0,"","","","","Mar",0,0,0.777037797777708,"Odd","Odd",0,0,1,1
"4/6/15 to 4/13/15","4/9/15",207.779999,209.179993,207.190002,208.899994,85548900,"Thursday","2015-04-10",209.199997,210.089996,208.960007,210.039993,72722900,"Friday",NA,0.850074051,"4/13/15",209.869995,210.630005,209.029999,209.089996,74436600,"Monday",1,0.545715190398721,1,0.401527730423444,0,-0.080936015,0.99919064,0,-0.452293388,0,0,"Baseline","",0,0,0,"","","","","Apr",0,0,0.850074051215153,"Even","Even",0,0,1,1
"4/13/15 to 4/20/15","4/16/15",210.029999,210.979996,209.789993,210.369995,68934900,"Thursday","2015-04-17",208.940002,209.229996,207.009995,207.949997,191113200,"Friday",NA,2.772372195,"4/20/15",209.059998,210.25,208.960007,209.850006,92189500,"Monday",0,-1.150353215,0,-0.473822624,1,0.533782647758351,1.005337826,1,0.913685514503764,0,0,"Baseline","Baseline",1.90000000000001,1,0,"","","","","Apr",0,0,2.77237219463581,"Even","Even",1,1,1,1
"4/20/15 to 4/27/15","4/23/15",210.149994,211.940002,210.009995,211.160004,102585900,"Thursday","2015-04-24",211.660004,211.970001,211.110001,211.649994,61327400,"Friday",NA,0.597815099,"4/27/15",212.330002,212.479996,210.539993,210.770004,79358100,"Monday",1,0.232046784768959,0,-0.004729283,1,0.321288929495559,1.003212889,0,-0.415776057,0,0,"Baseline","",0,0,0,"","","","","Apr",0,0,0.597815099346012,"Even","Even",1,1,1,1
"4/27/15 to 5/4/15","4/30/15",209.880005,210.350006,207.619995,208.460007,161304900,"Thursday","2015-05-01",209.399994,210.770004,209.279999,210.720001,103399700,"Friday",NA,0.641020205,"5/4/15",211.229996,212.020004,211.100006,211.320007,70927200,"Monday",1,1.08413792771292,1,0.630375853783455,1,0.242024960886368,1.00242025,1,0.284740887031415,0,0,"Baseline","Baseline",-0.1,1,1,"4/29/15","Pause","Match","","May",0,0,0.641020204593909,"Odd","Even",1,0,1,1
"5/4/15 to 5/11/15","5/7/15",207.919998,209.380005,207.520004,208.869995,88244900,"Thursday","2015-05-08",210.880005,211.860001,210.779999,211.619995,155877300,"Friday",NA,1.766417096,"5/11/15",211.570007,211.889999,210.520004,210.610001,75708100,"Monday",1,1.31660844823595,1,0.350905720056284,0,-0.023621586,0.999763784,0,-0.477267755,0,1,"Baseline","",0,0,0,"","","","","May",0,0,1.76641709605881,"Odd","Even",0,0,1,1
"5/11/15 to 5/18/15","5/14/15",211.240005,212.320007,210.910004,212.210007,95934000,"Thursday","2015-05-15",212.440002,212.610001,211.860001,212.440002,76510100,"Friday",NA,0.797528509,"5/18/15",212.240005,213.399994,212.160004,213.100006,74549700,"Monday",1,0.108380845583782,0,0,0,-0.094142816,0.999058572,1,0.310677835523658,0,0,"Baseline","Shock",-7.4,1,0,"","","","","May",0,1,0.797528509183397,"Odd","Even",0,0,1,1
"5/25/15 to 6/1/15","5/28/15",212.330002,212.589996,211.630005,212.460007,74974600,"Thursday","2015-05-29",212.380005,212.429993,210.820007,211.139999,124919600,"Friday",NA,1.666158939,"6/1/15",211.940002,212.339996,210.619995,211.570007,93338800,"Monday",0,-0.621297165,0,-0.583861932,1,0.378896942213211,1.003788969,1,0.203660131683535,0,0,"Baseline","Baseline",0.799999999999997,1,0,"","","","","May",0,0,1.66615893916073,"Odd","Even",1,1,1,1
